kind,N,nsteps,ranks,threads,resources,integrator,comm,kernel,rsqrt,accumulators,dtype,runs,failed_runs,used_runs,outliers,total_mad,total_median,total_stdev,force_median,comm_wait_median,comm_bandwidth_GBps,gpairs_median,speedup,efficiency,weak_normalized_time,all_ok
strong,100000,20,2,32,64,kdk,overlap,direct,exact,4,double,5,0,3,2,0.0007549999999998391,13.986056,0.0005137220389793352,12.905388,0.051432,0.48996733551096594,16.27211,1.0,1.0,,True
weak,20000,20,2,32,64,kdk,overlap,direct,exact,4,double,5,0,4,1,0.0021639999999999437,0.5975360000000001,0.0018746678816970572,0.52834,0.008286,0.608254887762491,15.898298,1.0,1.0,1.0,True
