N,nsteps,ranks,threads,energy_every,runs,failed_runs,total_median,force_median,energy_median,energy_fraction,overhead_vs_sparse_percent,max_rel_drift,all_ok
50000,50,8,1,1,5,0,109.077447,57.117773,51.971367,0.4764629942246448,84.57812175181735,5.089651927841332e-07,True
50000,50,8,1,5,5,0,68.374255,57.133244,11.233927,0.1643005397280014,15.701200488124787,5.089651927841332e-07,True
50000,50,8,1,10,5,0,63.139841,57.03264,6.105142,0.09669238793300097,6.843656319609195,4.4465212766764507e-07,True
50000,50,8,1,50,5,0,59.095545,57.058422,2.034693,0.034430564943601076,0.0,3.4395763011340617e-07,True
