layout,N,threads,rsqrt,runs,force_median,force_stdev,gpairs_median,checksum_median,soa_vs_aos_speedup,checksum_abs_diff_vs_aos,checksum_rel_diff_vs_aos
aos,50000,1,exact,5,25.9391129,0.0281056928288023,0.289132864,-3.1468516681343317e-10,,,
aos,50000,2,exact,5,13.0092463,0.02099854828834605,0.576501501,1.1641532182693481e-08,,,
aos,50000,4,exact,5,6.51533599,0.00297657475563274,1.15110717,6.984919309616089e-09,,,
aos,50000,8,exact,5,3.26890174,0.0025133111126123225,2.29430267,1.30385160446167e-08,,,
soa,50000,1,exact,5,29.0024466,0.03243069471352668,0.258593701,-3.1468516681343317e-10,0.8943767144113973,0.0,0.0
soa,50000,2,exact,5,14.5374416,0.02185387950975775,0.515898891,1.1641532182693481e-08,0.8948786628315673,0.0,0.0
soa,50000,4,exact,5,7.27391848,0.0014789310358904067,1.0310605,7.2177499532699585e-09,0.8957119890625994,2.3283064365386963e-10,2.3283064365386963e-10
soa,50000,8,exact,5,3.64583749,0.0024918643941173792,2.05709937,1.2980308383703232e-08,0.8966120264455342,5.820766091346741e-11,5.820766091346741e-11
