kind,N,nsteps,ranks,threads,repeat,integrator,comm,kernel,rsqrt,dtype,total,io,drift,force,comm_wait,kick,energy,gpairs,status,max_rel_drift
strong,20000,20,1,64,1,kdk,overlap,direct,exact,double,0.540497,0.000624,0.000554,0.471796,0.000000,0.001137,0.066368,17.803406,OK,5.2001751664521039e-08
strong,20000,20,1,64,2,kdk,overlap,direct,exact,double,0.536968,0.000652,0.000553,0.468186,0.000000,0.001139,0.066420,17.940704,OK,2.7529162254699258e-07
strong,20000,20,1,64,3,kdk,overlap,direct,exact,double,0.541404,0.000671,0.000556,0.469721,0.000000,0.004026,0.066407,17.882071,OK,2.1491956738641485e-07
strong,20000,20,1,64,4,kdk,overlap,direct,exact,double,0.536473,0.000706,0.000558,0.467535,0.000000,0.001131,0.066526,17.965666,OK,1.6799536988577674e-07
strong,20000,20,1,64,5,kdk,overlap,direct,exact,double,0.541509,0.000710,0.000575,0.472468,0.000000,0.001148,0.066592,17.778075,OK,2.4588968890796005e-07
weak,2000,20,1,64,1,kdk,overlap,direct,exact,double,0.011800,0.000092,0.000846,0.006898,0.000000,0.000954,0.003000,12.171857,OK,1.6018310409157515e-07
weak,2000,20,1,64,2,kdk,overlap,direct,exact,double,0.010936,0.000101,0.000378,0.006563,0.000000,0.000832,0.003039,12.793185,OK,9.7197152557755237e-08
weak,2000,20,1,64,3,kdk,overlap,direct,exact,double,0.010878,0.000113,0.000368,0.006533,0.000000,0.000826,0.003023,12.852350,OK,1.3916295443955298e-07
weak,2000,20,1,64,4,kdk,overlap,direct,exact,double,0.010866,0.000094,0.000390,0.006467,0.000000,0.000845,0.003058,12.982061,OK,1.7842325143381234e-07
weak,2000,20,1,64,5,kdk,overlap,direct,exact,double,0.010917,0.000093,0.000391,0.006472,0.000000,0.000847,0.003102,12.972617,OK,2.376710464179792e-07
