kind,N,nsteps,ranks,threads,repeat,integrator,comm,kernel,rsqrt,dtype,total,io,drift,force,comm_wait,kick,energy,gpairs,status,max_rel_drift
strong,20000,20,64,1,1,kdk,overlap,direct,exact,double,0.537606,0.004815,0.000017,0.466088,0.006159,0.000040,0.072707,18.021429,OK,5.2001751664521039e-08
strong,20000,20,64,1,2,kdk,overlap,direct,exact,double,0.541323,0.004730,0.000016,0.471815,0.013151,0.000039,0.076302,17.802703,OK,2.7529162254699258e-07
strong,20000,20,64,1,3,kdk,overlap,direct,exact,double,0.536878,0.004760,0.000016,0.466114,0.006247,0.000041,0.072624,18.020442,OK,2.1491956738641485e-07
strong,20000,20,64,1,4,kdk,overlap,direct,exact,double,0.542855,0.004210,0.000012,0.471433,0.011990,0.000041,0.077909,17.817116,OK,1.6799536988577674e-07
strong,20000,20,64,1,5,kdk,overlap,direct,exact,double,0.552801,0.004806,0.000016,0.471779,0.012708,0.000040,0.086299,17.804039,OK,2.4588968890796005e-07
weak,128000,20,64,1,1,kdk,overlap,direct,exact,double,21.288598,0.032051,0.000302,18.693004,0.104582,0.000329,2.568194,18.405887,OK,4.4262678890132621e-07
weak,128000,20,64,1,2,kdk,overlap,direct,exact,double,21.339121,0.031475,0.000054,18.744684,0.163646,0.000338,2.568537,18.355141,OK,7.5306989203208602e-07
weak,128000,20,64,1,3,kdk,overlap,direct,exact,double,21.265853,0.032828,0.000065,18.668731,0.082982,0.000337,2.569387,18.429818,OK,5.8246128276414059e-07
weak,128000,20,64,1,4,kdk,overlap,direct,exact,double,21.297913,0.033382,0.000059,18.707930,0.122473,0.000340,2.568390,18.391202,OK,1.0257821787357258e-06
weak,128000,20,64,1,5,kdk,overlap,direct,exact,double,21.287133,0.032803,0.000059,18.690166,0.111217,0.000352,2.568244,18.408682,OK,9.1165614812517448e-07
