mode,benchmark,metric,bytes,value
native,latency,latency_us,1,4.42
native,latency,latency_us,2,4.46
native,latency,latency_us,4,4.45
native,latency,latency_us,8,4.44
native,latency,latency_us,16,4.45
native,latency,latency_us,32,4.46
native,latency,latency_us,64,4.48
native,latency,latency_us,128,4.46
native,latency,latency_us,256,4.50
native,latency,latency_us,512,4.54
native,latency,latency_us,1024,4.66
native,latency,latency_us,2048,5.60
native,latency,latency_us,4096,6.09
native,latency,latency_us,8192,6.89
native,latency,latency_us,16384,8.74
native,latency,latency_us,32768,13.40
native,latency,latency_us,65536,29.79
native,latency,latency_us,131072,49.01
native,latency,latency_us,262144,66.53
native,latency,latency_us,524288,93.60
native,latency,latency_us,1048576,147.00
native,latency,latency_us,2097152,324.92
native,latency,latency_us,4194304,636.62
native,bandwidth,bandwidth_MBps,1,0.26
native,bandwidth,bandwidth_MBps,2,0.53
native,bandwidth,bandwidth_MBps,4,1.06
native,bandwidth,bandwidth_MBps,8,2.13
native,bandwidth,bandwidth_MBps,16,4.22
native,bandwidth,bandwidth_MBps,32,8.45
native,bandwidth,bandwidth_MBps,64,16.89
native,bandwidth,bandwidth_MBps,128,33.66
native,bandwidth,bandwidth_MBps,256,59.37
native,bandwidth,bandwidth_MBps,512,118.06
native,bandwidth,bandwidth_MBps,1024,235.02
native,bandwidth,bandwidth_MBps,2048,431.45
native,bandwidth,bandwidth_MBps,4096,786.49
native,bandwidth,bandwidth_MBps,8192,1397.26
native,bandwidth,bandwidth_MBps,16384,2308.85
native,bandwidth,bandwidth_MBps,32768,3512.75
native,bandwidth,bandwidth_MBps,65536,2816.77
native,bandwidth,bandwidth_MBps,131072,3150.93
native,bandwidth,bandwidth_MBps,262144,4083.04
native,bandwidth,bandwidth_MBps,524288,4968.82
native,bandwidth,bandwidth_MBps,1048576,5894.44
native,bandwidth,bandwidth_MBps,2097152,6106.25
native,bandwidth,bandwidth_MBps,4194304,6416.81
container,latency,latency_us,1,4.36
container,latency,latency_us,2,4.32
container,latency,latency_us,4,4.33
container,latency,latency_us,8,4.33
container,latency,latency_us,16,4.33
container,latency,latency_us,32,4.34
container,latency,latency_us,64,4.36
container,latency,latency_us,128,4.38
container,latency,latency_us,256,4.40
container,latency,latency_us,512,4.46
container,latency,latency_us,1024,4.57
container,latency,latency_us,2048,5.46
container,latency,latency_us,4096,5.92
container,latency,latency_us,8192,6.74
container,latency,latency_us,16384,8.59
container,latency,latency_us,32768,13.32
container,latency,latency_us,65536,30.14
container,latency,latency_us,131072,51.75
container,latency,latency_us,262144,68.80
container,latency,latency_us,524288,93.65
container,latency,latency_us,1048576,151.90
container,latency,latency_us,2097152,290.81
container,latency,latency_us,4194304,570.54
container,bandwidth,bandwidth_MBps,1,0.27
container,bandwidth,bandwidth_MBps,2,0.53
container,bandwidth,bandwidth_MBps,4,1.06
container,bandwidth,bandwidth_MBps,8,2.13
container,bandwidth,bandwidth_MBps,16,4.27
container,bandwidth,bandwidth_MBps,32,8.51
container,bandwidth,bandwidth_MBps,64,16.99
container,bandwidth,bandwidth_MBps,128,33.89
container,bandwidth,bandwidth_MBps,256,59.15
container,bandwidth,bandwidth_MBps,512,119.25
container,bandwidth,bandwidth_MBps,1024,234.39
container,bandwidth,bandwidth_MBps,2048,429.06
container,bandwidth,bandwidth_MBps,4096,788.35
container,bandwidth,bandwidth_MBps,8192,1400.22
container,bandwidth,bandwidth_MBps,16384,2322.66
container,bandwidth,bandwidth_MBps,32768,3522.94
container,bandwidth,bandwidth_MBps,65536,2810.37
container,bandwidth,bandwidth_MBps,131072,3152.18
container,bandwidth,bandwidth_MBps,262144,4060.92
container,bandwidth,bandwidth_MBps,524288,4949.85
container,bandwidth,bandwidth_MBps,1048576,5833.71
container,bandwidth,bandwidth_MBps,2097152,6082.02
container,bandwidth,bandwidth_MBps,4194304,6156.69
