N,nsteps,ranks,threads,energy_every,runs,failed_runs,total_median,force_median,energy_median,energy_fraction,overhead_vs_sparse_percent,max_rel_drift,all_ok
20000,20,8,1,1,5,0,6.924045,3.640734,3.283804,0.47426092695815814,74.8414531139328,2.1625483463742994e-07,True
20000,20,8,1,5,5,0,4.428712,3.636379,0.791324,0.1786803928546268,11.830937191065567,2.1625483463742994e-07,True
20000,20,8,1,10,5,0,4.113525,3.636054,0.473328,0.11506627527485551,3.872041331402448,2.1625483463742994e-07,True
20000,20,8,1,20,5,0,3.960185,3.635054,0.322037,0.08131867576893503,0.0,2.1625483463742994e-07,True
