kind,N,ranks,threads,native_runs,container_runs,native_failed_runs,container_failed_runs,native_median,container_median,native_stdev,container_stdev,overhead_percent
strong,10000,1,1,5,5,0,0,4.228265,4.371434,0.010867490220837401,0.0022806336400221523,3.38599874889581
strong,10000,2,1,5,5,0,0,2.202421,2.272283,0.004944004824026751,0.001264037697222752,3.1720547524746467
strong,10000,4,1,5,5,0,0,1.133623,1.165971,0.004116656555992987,0.0005966537521880386,2.853505971561978
weak,1000,1,1,5,5,0,0,0.042628,0.044112,2.6442390209662222e-05,7.230006915626197e-05,3.481279909918362
weak,2000,2,1,5,5,0,0,0.089285,0.092396,0.0001000734730085835,0.0002299908693839806,3.4843478747830012
weak,4000,4,1,5,5,0,0,0.183239,0.189322,0.0008121087981299072,0.0012092809020240102,3.3197081407342197
