Test_Type,Config,Time_Sec,N,nsteps,ranks,threads,repeat,dt,eps,energy_every,force,comm_wait,gpairs,status,max_rel_drift
Kernel,direct,0.712524,10000,5,1,4,1,0.0001,0.05,100,0.558771,0.000000,1.073678,OK,1.2974058068791607e-07
Kernel,direct,0.712205,10000,5,1,4,2,0.0001,0.05,100,0.561691,0.000000,1.068097,OK,1.2974058068791607e-07
Kernel,direct,0.711372,10000,5,1,4,3,0.0001,0.05,100,0.558830,0.000000,1.073565,OK,1.2974058068791607e-07
Kernel,direct,0.709371,10000,5,1,4,4,0.0001,0.05,100,0.559006,0.000000,1.073226,OK,1.2974058068791607e-07
Kernel,direct,0.714586,10000,5,1,4,5,0.0001,0.05,100,0.558918,0.000000,1.073396,OK,1.2974058068791607e-07
Kernel,newton,0.769344,10000,5,1,4,1,0.0001,0.05,100,0.614372,0.000000,0.976510,OK,1.2974058068791607e-07
Kernel,newton,0.771207,10000,5,1,4,2,0.0001,0.05,100,0.620181,0.000000,0.967362,OK,1.2974058068791607e-07
Kernel,newton,0.766947,10000,5,1,4,3,0.0001,0.05,100,0.615500,0.000000,0.974720,OK,1.2974058068791607e-07
Kernel,newton,0.763538,10000,5,1,4,4,0.0001,0.05,100,0.613356,0.000000,0.978126,OK,1.2974058068791607e-07
Kernel,newton,0.764331,10000,5,1,4,5,0.0001,0.05,100,0.613626,0.000000,0.977697,OK,1.2974058068791607e-07
Math,exact,0.712291,10000,5,1,4,1,0.0001,0.05,100,0.559754,0.000000,1.071792,OK,1.2974058068791607e-07
Math,exact,0.712216,10000,5,1,4,2,0.0001,0.05,100,0.559441,0.000000,1.072391,OK,1.2974058068791607e-07
Math,exact,0.708855,10000,5,1,4,3,0.0001,0.05,100,0.558712,0.000000,1.073791,OK,1.2974058068791607e-07
Math,exact,0.712324,10000,5,1,4,4,0.0001,0.05,100,0.558997,0.000000,1.073243,OK,1.2974058068791607e-07
Math,exact,0.711445,10000,5,1,4,5,0.0001,0.05,100,0.558826,0.000000,1.073572,OK,1.2974058068791607e-07
Math,approx1,0.221075,10000,5,1,4,1,0.0001,0.05,100,0.067976,0.000000,8.825711,OK,1.2974022857271135e-07
Math,approx1,0.218633,10000,5,1,4,2,0.0001,0.05,100,0.067905,0.000000,8.835027,OK,1.2974022857271135e-07
Math,approx1,0.220548,10000,5,1,4,3,0.0001,0.05,100,0.067896,0.000000,8.836105,OK,1.2974022857271135e-07
Math,approx1,0.218341,10000,5,1,4,4,0.0001,0.05,100,0.067995,0.000000,8.823241,OK,1.2974022857271135e-07
Math,approx1,0.220272,10000,5,1,4,5,0.0001,0.05,100,0.067983,0.000000,8.824879,OK,1.2974022857271135e-07
Math,approx2,0.240619,10000,5,1,4,1,0.0001,0.05,100,0.088749,0.000000,6.759939,OK,1.2974058068791607e-07
Math,approx2,0.242468,10000,5,1,4,2,0.0001,0.05,100,0.088846,0.000000,6.752594,OK,1.2974058068791607e-07
Math,approx2,0.242669,10000,5,1,4,3,0.0001,0.05,100,0.088783,0.000000,6.757355,OK,1.2974058068791607e-07
Math,approx2,0.241325,10000,5,1,4,4,0.0001,0.05,100,0.089046,0.000000,6.737388,OK,1.2974058068791607e-07
Math,approx2,0.245795,10000,5,1,4,5,0.0001,0.05,100,0.088849,0.000000,6.752393,OK,1.2974058068791607e-07
Comm,sendrecv,0.711776,10000,5,1,4,1,0.0001,0.05,100,0.558634,0.000000,1.073941,OK,1.2974058068791607e-07
Comm,sendrecv,0.715416,10000,5,1,4,2,0.0001,0.05,100,0.558616,0.000000,1.073976,OK,1.2974058068791607e-07
Comm,sendrecv,0.711330,10000,5,1,4,3,0.0001,0.05,100,0.558856,0.000000,1.073514,OK,1.2974058068791607e-07
Comm,sendrecv,0.708671,10000,5,1,4,4,0.0001,0.05,100,0.558821,0.000000,1.073582,OK,1.2974058068791607e-07
Comm,sendrecv,0.711821,10000,5,1,4,5,0.0001,0.05,100,0.558777,0.000000,1.073667,OK,1.2974058068791607e-07
Comm,overlap,0.713125,10000,5,1,4,1,0.0001,0.05,100,0.558901,0.000000,1.073427,OK,1.2974058068791607e-07
Comm,overlap,0.711091,10000,5,1,4,2,0.0001,0.05,100,0.558845,0.000000,1.073537,OK,1.2974058068791607e-07
Comm,overlap,0.710687,10000,5,1,4,3,0.0001,0.05,100,0.558941,0.000000,1.073352,OK,1.2974058068791607e-07
Comm,overlap,0.710796,10000,5,1,4,4,0.0001,0.05,100,0.559163,0.000000,1.072925,OK,1.2974058068791607e-07
Comm,overlap,0.712623,10000,5,1,4,5,0.0001,0.05,100,0.559016,0.000000,1.073206,OK,1.2974058068791607e-07
Accumulators,1,0.750266,10000,5,1,4,1,0.0001,0.05,100,0.563976,0.000000,1.063768,OK,1.2974058068791607e-07
Accumulators,1,0.716037,10000,5,1,4,2,0.0001,0.05,100,0.563787,0.000000,1.064125,OK,1.2974058068791607e-07
Accumulators,1,0.718204,10000,5,1,4,3,0.0001,0.05,100,0.563643,0.000000,1.064397,OK,1.2974058068791607e-07
Accumulators,1,0.719068,10000,5,1,4,4,0.0001,0.05,100,0.563867,0.000000,1.063975,OK,1.2974058068791607e-07
Accumulators,1,0.717650,10000,5,1,4,5,0.0001,0.05,100,0.563696,0.000000,1.064298,OK,1.2974058068791607e-07
Accumulators,2,0.710309,10000,5,1,4,1,0.0001,0.05,100,0.560024,0.000000,1.071276,OK,1.2974058068791607e-07
Accumulators,2,0.708335,10000,5,1,4,2,0.0001,0.05,100,0.558066,0.000000,1.075034,OK,1.2974058068791607e-07
Accumulators,2,0.710085,10000,5,1,4,3,0.0001,0.05,100,0.558095,0.000000,1.074978,OK,1.2974058068791607e-07
Accumulators,2,0.708785,10000,5,1,4,4,0.0001,0.05,100,0.558089,0.000000,1.074989,OK,1.2974058068791607e-07
Accumulators,2,0.717544,10000,5,1,4,5,0.0001,0.05,100,0.558325,0.000000,1.074536,OK,1.2974058068791607e-07
Accumulators,4,0.720633,10000,5,1,4,1,0.0001,0.05,100,0.558790,0.000000,1.073642,OK,1.2974058068791607e-07
Accumulators,4,0.710436,10000,5,1,4,2,0.0001,0.05,100,0.558526,0.000000,1.074148,OK,1.2974058068791607e-07
