Test_Type,Config,Time_Sec,N,nsteps,ranks,threads,repeat,dt,eps,energy_every,force,comm_wait,gpairs,status,max_rel_drift
Kernel,direct,1.375437,10000,5,1,2,1,0.0001,0.05,100,1.117219,0.000000,0.536994,OK,1.2974058068791607e-07
Kernel,direct,1.384071,10000,5,1,2,2,0.0001,0.05,100,1.123096,0.000000,0.534184,OK,1.2974058068791607e-07
Kernel,direct,1.378339,10000,5,1,2,3,0.0001,0.05,100,1.117049,0.000000,0.537076,OK,1.2974058068791607e-07
Kernel,direct,1.376453,10000,5,1,2,4,0.0001,0.05,100,1.117627,0.000000,0.536798,OK,1.2974058068791607e-07
Kernel,direct,1.378255,10000,5,1,2,5,0.0001,0.05,100,1.117366,0.000000,0.536923,OK,1.2974058068791607e-07
Kernel,newton,1.311691,10000,5,1,2,1,0.0001,0.05,100,1.051566,0.000000,0.570521,OK,1.2974058068791607e-07
Kernel,newton,1.312307,10000,5,1,2,2,0.0001,0.05,100,1.051398,0.000000,0.570612,OK,1.2974058068791607e-07
Kernel,newton,1.309853,10000,5,1,2,3,0.0001,0.05,100,1.051298,0.000000,0.570666,OK,1.2974058068791607e-07
Kernel,newton,1.311259,10000,5,1,2,4,0.0001,0.05,100,1.051375,0.000000,0.570624,OK,1.2974058068791607e-07
Kernel,newton,1.311738,10000,5,1,2,5,0.0001,0.05,100,1.051463,0.000000,0.570577,OK,1.2974058068791607e-07
Math,exact,1.382573,10000,5,1,2,1,0.0001,0.05,100,1.117368,0.000000,0.536922,OK,1.2974058068791607e-07
Math,exact,1.378986,10000,5,1,2,2,0.0001,0.05,100,1.118432,0.000000,0.536412,OK,1.2974058068791607e-07
Math,exact,1.375711,10000,5,1,2,3,0.0001,0.05,100,1.117683,0.000000,0.536771,OK,1.2974058068791607e-07
Math,exact,1.379803,10000,5,1,2,4,0.0001,0.05,100,1.117462,0.000000,0.536877,OK,1.2974058068791607e-07
Math,exact,1.378211,10000,5,1,2,5,0.0001,0.05,100,1.117274,0.000000,0.536968,OK,1.2974058068791607e-07
Math,approx1,0.398639,10000,5,1,2,1,0.0001,0.05,100,0.135454,0.000000,4.429108,OK,1.2974022857271135e-07
Math,approx1,0.395345,10000,5,1,2,2,0.0001,0.05,100,0.135555,0.000000,4.425812,OK,1.2974022857271135e-07
Math,approx1,0.395968,10000,5,1,2,3,0.0001,0.05,100,0.135552,0.000000,4.425909,OK,1.2974022857271135e-07
Math,approx1,0.395841,10000,5,1,2,4,0.0001,0.05,100,0.135598,0.000000,4.424394,OK,1.2974022857271135e-07
Math,approx1,0.396799,10000,5,1,2,5,0.0001,0.05,100,0.135599,0.000000,4.424367,OK,1.2974022857271135e-07
Math,approx2,0.438028,10000,5,1,2,1,0.0001,0.05,100,0.177574,0.000000,3.378531,OK,1.2974058068791607e-07
Math,approx2,0.438094,10000,5,1,2,2,0.0001,0.05,100,0.177401,0.000000,3.381825,OK,1.2974058068791607e-07
Math,approx2,0.435943,10000,5,1,2,3,0.0001,0.05,100,0.177406,0.000000,3.381733,OK,1.2974058068791607e-07
Math,approx2,0.436452,10000,5,1,2,4,0.0001,0.05,100,0.177356,0.000000,3.382694,OK,1.2974058068791607e-07
Math,approx2,0.437884,10000,5,1,2,5,0.0001,0.05,100,0.177486,0.000000,3.380217,OK,1.2974058068791607e-07
Comm,sendrecv,1.377965,10000,5,1,2,1,0.0001,0.05,100,1.117287,0.000000,0.536961,OK,1.2974058068791607e-07
Comm,sendrecv,1.376383,10000,5,1,2,2,0.0001,0.05,100,1.117361,0.000000,0.536926,OK,1.2974058068791607e-07
Comm,sendrecv,1.378219,10000,5,1,2,3,0.0001,0.05,100,1.117723,0.000000,0.536752,OK,1.2974058068791607e-07
Comm,sendrecv,1.379281,10000,5,1,2,4,0.0001,0.05,100,1.119135,0.000000,0.536075,OK,1.2974058068791607e-07
Comm,sendrecv,1.378202,10000,5,1,2,5,0.0001,0.05,100,1.117770,0.000000,0.536729,OK,1.2974058068791607e-07
Comm,overlap,1.377772,10000,5,1,2,1,0.0001,0.05,100,1.117201,0.000000,0.537003,OK,1.2974058068791607e-07
Comm,overlap,1.375618,10000,5,1,2,2,0.0001,0.05,100,1.117127,0.000000,0.537038,OK,1.2974058068791607e-07
Comm,overlap,1.377725,10000,5,1,2,3,0.0001,0.05,100,1.117564,0.000000,0.536828,OK,1.2974058068791607e-07
Comm,overlap,1.379297,10000,5,1,2,4,0.0001,0.05,100,1.117485,0.000000,0.536866,OK,1.2974058068791607e-07
Comm,overlap,1.379442,10000,5,1,2,5,0.0001,0.05,100,1.118580,0.000000,0.536341,OK,1.2974058068791607e-07
Accumulators,1,1.392014,10000,5,1,2,1,0.0001,0.05,100,1.128330,0.000000,0.531706,OK,1.2974058068791607e-07
Accumulators,1,1.387443,10000,5,1,2,2,0.0001,0.05,100,1.127341,0.000000,0.532173,OK,1.2974058068791607e-07
Accumulators,1,1.387917,10000,5,1,2,3,0.0001,0.05,100,1.127744,0.000000,0.531982,OK,1.2974058068791607e-07
Accumulators,1,1.387185,10000,5,1,2,4,0.0001,0.05,100,1.127328,0.000000,0.532179,OK,1.2974058068791607e-07
Accumulators,1,1.387146,10000,5,1,2,5,0.0001,0.05,100,1.127446,0.000000,0.532123,OK,1.2974058068791607e-07
Accumulators,2,1.378872,10000,5,1,2,1,0.0001,0.05,100,1.117733,0.000000,0.536747,OK,1.2974058068791607e-07
Accumulators,2,1.376718,10000,5,1,2,2,0.0001,0.05,100,1.116430,0.000000,0.537374,OK,1.2974058068791607e-07
Accumulators,2,1.377724,10000,5,1,2,3,0.0001,0.05,100,1.116466,0.000000,0.537356,OK,1.2974058068791607e-07
Accumulators,2,1.374719,10000,5,1,2,4,0.0001,0.05,100,1.116819,0.000000,0.537186,OK,1.2974058068791607e-07
Accumulators,2,1.376882,10000,5,1,2,5,0.0001,0.05,100,1.116298,0.000000,0.537437,OK,1.2974058068791607e-07
Accumulators,4,1.378738,10000,5,1,2,1,0.0001,0.05,100,1.117391,0.000000,0.536912,OK,1.2974058068791607e-07
Accumulators,4,1.378906,10000,5,1,2,2,0.0001,0.05,100,1.119313,0.000000,0.535990,OK,1.2974058068791607e-07
Accumulators,4,1.377295,10000,5,1,2,3,0.0001,0.05,100,1.117726,0.000000,0.536750,OK,1.2974058068791607e-07
Accumulators,4,1.375416,10000,5,1,2,4,0.0001,0.05,100,1.117275,0.000000,0.536967,OK,1.2974058068791607e-07
Accumulators,4,1.377559,10000,5,1,2,5,0.0001,0.05,100,1.117239,0.000000,0.536985,OK,1.2974058068791607e-07
Accumulators,8,1.381954,10000,5,1,2,1,0.0001,0.05,100,1.124040,0.000000,0.533736,OK,1.2974058068791607e-07
Accumulators,8,1.383512,10000,5,1,2,2,0.0001,0.05,100,1.123925,0.000000,0.533790,OK,1.2974058068791607e-07
Accumulators,8,1.385344,10000,5,1,2,3,0.0001,0.05,100,1.124846,0.000000,0.533353,OK,1.2974058068791607e-07
Accumulators,8,1.384242,10000,5,1,2,4,0.0001,0.05,100,1.123897,0.000000,0.533804,OK,1.2974058068791607e-07
Accumulators,8,1.388704,10000,5,1,2,5,0.0001,0.05,100,1.124158,0.000000,0.533679,OK,1.2974058068791607e-07
