N,ranks,threads,native_runs,container_runs,native_median,container_median,native_stdev,container_stdev,overhead_percent
1000,1,1,5,5,0.061218,0.061774,0.002636491892648261,0.0023775171503061764,0.908229605671536
1000,2,1,5,5,0.039516,0.04726,0.013883409174262635,0.005052165753417043,19.597125215102743
1000,4,1,5,5,0.041608,0.04665,0.001026297130464663,0.011859205424479333,12.117861949625066
