N,ranks,threads,resources,runs,total_median,total_stdev,speedup,efficiency,max_rel_drift
100000,1,1,1,5,5602.089946,2.3852511313677547,1.0,1.0,6.7151343663532405e-06
100000,2,1,2,5,3196.789666,2.173859167461507,1.7524111784963459,0.8762055892481729,6.715134370593241e-06
100000,4,1,4,5,1694.323952,1.3681104249205307,3.3063865616650387,0.8265966404162597,6.715134370593238e-06
100000,8,1,8,5,871.846346,0.1295786721775768,6.425547313127122,0.8031934141408903,6.715134370593238e-06
100000,16,1,16,5,448.971312,7.104449975668068,12.477612257773833,0.7798507661108646,6.715134370593238e-06
100000,32,1,32,5,222.973794,0.43340797734201886,25.124432093575983,0.7851385029242495,6.715134370593238e-06
