kind,N,nsteps,ranks,threads,repeat,integrator,comm,kernel,rsqrt,accumulators,dtype,total,io,drift,force,comm_wait,kick,energy,gpairs,status,max_rel_drift
strong,20000,20,64,1,2,kdk,overlap,direct,exact,4,double,0.613363,0.006203,0.000013,0.510523,0.035826,0.000043,0.114932,16.452881,OK,2.7529162254699258e-07
strong,20000,20,64,1,3,kdk,overlap,direct,exact,4,double,0.600278,0.005435,0.000013,0.499497,0.024547,0.000043,0.105587,16.816068,OK,2.1491956738641485e-07
strong,20000,20,64,1,4,kdk,overlap,direct,exact,4,double,0.607390,0.005667,0.000020,0.498629,0.022394,0.000044,0.110733,16.845353,OK,1.6799536988577674e-07
strong,20000,20,64,1,5,kdk,overlap,direct,exact,4,double,0.594730,0.006120,0.000012,0.497554,0.025515,0.000047,0.099298,16.881730,OK,2.4588968890796005e-07
weak,2000,20,1,1,1,kdk,overlap,direct,exact,4,double,0.321935,0.000161,0.000045,0.295443,0.000000,0.000107,0.026170,0.284177,OK,1.6018310409157515e-07
weak,2000,20,1,1,2,kdk,overlap,direct,exact,4,double,0.316008,0.000124,0.000046,0.290132,0.000000,0.000110,0.025587,0.289378,OK,9.7197152944948648e-08
weak,2000,20,1,1,3,kdk,overlap,direct,exact,4,double,0.318740,0.000156,0.000044,0.292119,0.000000,0.000109,0.026306,0.287410,OK,1.3916295443955298e-07
weak,2000,20,1,1,4,kdk,overlap,direct,exact,4,double,0.324631,0.000134,0.000045,0.298169,0.000000,0.000113,0.026162,0.281578,OK,1.7842325143381234e-07
weak,2000,20,1,1,5,kdk,overlap,direct,exact,4,double,0.323583,0.000132,0.000043,0.297108,0.000000,0.000109,0.026183,0.282584,OK,2.3767104603022687e-07
weak,4000,20,2,1,1,kdk,overlap,direct,exact,4,double,0.657047,0.000200,0.000045,0.587779,0.008136,0.000128,0.068898,0.571501,OK,1.4061627821240611e-07
weak,4000,20,2,1,2,kdk,overlap,direct,exact,4,double,0.661549,0.000197,0.000047,0.586650,0.006889,0.000130,0.074543,0.572600,OK,2.0371469389710262e-07
weak,4000,20,2,1,3,kdk,overlap,direct,exact,4,double,0.660021,0.000199,0.000047,0.587710,0.008273,0.000124,0.071942,0.571567,OK,1.2434984684886537e-07
weak,4000,20,2,1,4,kdk,overlap,direct,exact,4,double,0.653738,0.000203,0.000046,0.581085,0.002011,0.000123,0.072279,0.578084,OK,1.3350556088024315e-07
weak,4000,20,2,1,5,kdk,overlap,direct,exact,4,double,0.649076,0.000202,0.000047,0.581401,0.005269,0.000127,0.067303,0.577770,OK,2.5345985694879935e-07
weak,8000,20,4,1,1,kdk,overlap,direct,exact,4,double,1.325435,0.000323,0.000047,1.168342,0.008329,0.000152,0.156670,1.150204,OK,1.1273218207213007e-07
weak,8000,20,4,1,2,kdk,overlap,direct,exact,4,double,1.321614,0.000270,0.000047,1.168410,0.011446,0.000151,0.152846,1.150138,OK,1.2304055659381025e-07
weak,8000,20,4,1,3,kdk,overlap,direct,exact,4,double,1.316003,0.000252,0.000046,1.167615,0.007555,0.000148,0.148035,1.150921,OK,5.3130158522110967e-08
weak,8000,20,4,1,4,kdk,overlap,direct,exact,4,double,1.321200,0.000338,0.000050,1.172538,0.012390,0.000154,0.148315,1.146089,OK,2.5471257504655775e-07
weak,8000,20,4,1,5,kdk,overlap,direct,exact,4,double,1.320616,0.000246,0.000050,1.167905,0.013814,0.000153,0.152452,1.150635,OK,1.8755841024740326e-07
weak,16000,20,8,1,1,kdk,overlap,direct,exact,4,double,2.637924,0.000456,0.000049,2.334729,0.015853,0.000160,0.302667,2.302479,OK,1.0392502743456506e-07
weak,16000,20,8,1,2,kdk,overlap,direct,exact,4,double,2.643163,0.000404,0.000052,2.338337,0.013600,0.000168,0.304329,2.298926,OK,9.0997473842476426e-08
weak,16000,20,8,1,3,kdk,overlap,direct,exact,4,double,2.644242,0.000436,0.000053,2.335914,0.016053,0.000163,0.307811,2.301311,OK,2.1624576134381737e-07
weak,16000,20,8,1,4,kdk,overlap,direct,exact,4,double,2.639364,0.000434,0.000047,2.336460,0.016349,0.000164,0.302513,2.300773,OK,1.7182310580036813e-07
