Final Orfeo run
RUN_DIR=/u/dssc/emmadariol/HPC_exam/Nbody_serial/runs/orfeo_clean_20260911_201715
Generated at: Sat Sep 12 08:17:44 CEST 2026

Jobs:
00_build_vec	1625040	/u/dssc/emmadariol/HPC_exam/Nbody_serial/runs/orfeo_clean_20260911_201715/00_build_vec
01_probe	1625041	/u/dssc/emmadariol/HPC_exam/Nbody_serial/runs/orfeo_clean_20260911_201715/01_probe
02_scaling	1625042	/u/dssc/emmadariol/HPC_exam/Nbody_serial/runs/orfeo_clean_20260911_201715/02_scaling
03_hybrid	1625043	/u/dssc/emmadariol/HPC_exam/Nbody_serial/runs/orfeo_clean_20260911_201715/03_hybrid
04_ablation	1625044	/u/dssc/emmadariol/HPC_exam/Nbody_serial/runs/orfeo_clean_20260911_201715/04_ablation
05_evidence	1625045	/u/dssc/emmadariol/HPC_exam/Nbody_serial/runs/orfeo_clean_20260911_201715/05_evidence
06_memory	1625046	/u/dssc/emmadariol/HPC_exam/Nbody_serial/runs/orfeo_clean_20260911_201715/06_memory
07_arch	1625047	/u/dssc/emmadariol/HPC_exam/Nbody_serial/runs/orfeo_clean_20260911_201715/07_arch
08_container	1625048	/u/dssc/emmadariol/HPC_exam/Nbody_serial/runs/orfeo_clean_20260911_201715/08_container
09_osu	1625049	/u/dssc/emmadariol/HPC_exam/Nbody_serial/runs/orfeo_clean_20260911_201715/09_osu

Slurm status:
JobID           JobName      State ExitCode    Elapsed  AllocCPUS        NodeList 
1625045.19   nbody_dir+  COMPLETED      0:0   00:00:06          8        genoa003 
1625045.20   nbody_dir+  COMPLETED      0:0   00:00:05          8        genoa003 
1625045.21   nbody_dir+  COMPLETED      0:0   00:00:06          8        genoa003 
1625045.22   nbody_dir+  COMPLETED      0:0   00:00:05          8        genoa003 
1625045.23   nbody_dir+  COMPLETED      0:0   00:00:06          8        genoa003 

JobID           JobName      State ExitCode    Elapsed  AllocCPUS        NodeList 
------------ ---------- ---------- -------- ---------- ---------- --------------- 
1625046      memory_or+  COMPLETED      0:0   00:00:03         64        genoa003 
1625046.bat+      batch  COMPLETED      0:0   00:00:03         64        genoa003 
1625046.ext+     extern  COMPLETED      0:0   00:00:03         64        genoa003 
1625046.0    memory_ba+  COMPLETED      0:0   00:00:01         64        genoa003 
1625046.1    memory_ba+  COMPLETED      0:0   00:00:00         64        genoa003 
1625046.2    memory_ba+  COMPLETED      0:0   00:00:00         64        genoa003 
1625046.3    memory_ba+  COMPLETED      0:0   00:00:00         64        genoa003 
1625046.4    memory_ba+  COMPLETED      0:0   00:00:00         64        genoa003 
1625046.5    memory_ba+  COMPLETED      0:0   00:00:01         64        genoa003 

JobID           JobName      State ExitCode    Elapsed  AllocCPUS        NodeList 
------------ ---------- ---------- -------- ---------- ---------- --------------- 
1625047      arch_orfeo  COMPLETED      0:0   00:00:38         64        genoa003 
1625047.bat+      batch  COMPLETED      0:0   00:00:38         64        genoa003 
1625047.ext+     extern  COMPLETED      0:0   00:00:38         64        genoa003 
1625047.0    nbody_dir+  COMPLETED      0:0   00:00:03         64        genoa003 
1625047.1    nbody_dir+  COMPLETED      0:0   00:00:03         64        genoa003 
1625047.2    nbody_dir+  COMPLETED      0:0   00:00:03         64        genoa003 
1625047.3    nbody_dir+  COMPLETED      0:0   00:00:03         64        genoa003 
1625047.4    nbody_dir+  COMPLETED      0:0   00:00:03         64        genoa003 
1625047.5    nbody_dir+  COMPLETED      0:0   00:00:03         64        genoa003 
1625047.6    nbody_dir+  COMPLETED      0:0   00:00:03         64        genoa003 
1625047.7    nbody_dir+  COMPLETED      0:0   00:00:03         64        genoa003 
1625047.8    nbody_dir+  COMPLETED      0:0   00:00:03         64        genoa003 
1625047.9    nbody_dir+  COMPLETED      0:0   00:00:03         64        genoa003 
1625047.10   nbody_dir+  COMPLETED      0:0   00:00:03         64        genoa003 
1625047.11   nbody_dir+  COMPLETED      0:0   00:00:03         64        genoa003 

JobID           JobName      State ExitCode    Elapsed  AllocCPUS        NodeList 
------------ ---------- ---------- -------- ---------- ---------- --------------- 
1625048      container+  COMPLETED      0:0   00:12:17          4        genoa001 
1625048.bat+      batch  COMPLETED      0:0   00:12:17          4        genoa001 
1625048.ext+     extern  COMPLETED      0:0   00:12:17          4        genoa001 
1625048.0    nbody_dir+  COMPLETED      0:0   00:00:39          1        genoa001 
1625048.1    singulari+  COMPLETED      0:0   00:00:39          1        genoa001 
1625048.2    nbody_dir+  COMPLETED      0:0   00:00:01          1        genoa001 
1625048.3    singulari+  COMPLETED      0:0   00:00:01          1        genoa001 
1625048.4    nbody_dir+  COMPLETED      0:0   00:00:39          1        genoa001 
1625048.5    singulari+  COMPLETED      0:0   00:00:39          1        genoa001 
1625048.6    nbody_dir+  COMPLETED      0:0   00:00:00          1        genoa001 
1625048.7    singulari+  COMPLETED      0:0   00:00:01          1        genoa001 
1625048.8    nbody_dir+  COMPLETED      0:0   00:00:39          1        genoa001 
1625048.9    singulari+  COMPLETED      0:0   00:00:39          1        genoa001 
1625048.10   nbody_dir+  COMPLETED      0:0   00:00:01          1        genoa001 
1625048.11   singulari+  COMPLETED      0:0   00:00:01          1        genoa001 
1625048.12   nbody_dir+  COMPLETED      0:0   00:00:38          1        genoa001 
1625048.13   singulari+  COMPLETED      0:0   00:00:39          1        genoa001 
1625048.14   nbody_dir+  COMPLETED      0:0   00:00:01          1        genoa001 
1625048.15   singulari+  COMPLETED      0:0   00:00:01          1        genoa001 
1625048.16   nbody_dir+  COMPLETED      0:0   00:00:39          1        genoa001 
1625048.17   singulari+  COMPLETED      0:0   00:00:39          1        genoa001 
1625048.18   nbody_dir+  COMPLETED      0:0   00:00:00          1        genoa001 
1625048.19   singulari+  COMPLETED      0:0   00:00:01          1        genoa001 
1625048.20   nbody_dir+  COMPLETED      0:0   00:00:20          2        genoa001 
1625048.21   singulari+  COMPLETED      0:0   00:00:20          2        genoa001 
1625048.22   nbody_dir+  COMPLETED      0:0   00:00:01          2        genoa001 
1625048.23   singulari+  COMPLETED      0:0   00:00:02          2        genoa001 
1625048.24   nbody_dir+  COMPLETED      0:0   00:00:20          2        genoa001 
1625048.25   singulari+  COMPLETED      0:0   00:00:20          2        genoa001 
1625048.26   nbody_dir+  COMPLETED      0:0   00:00:01          2        genoa001 
1625048.27   singulari+  COMPLETED      0:0   00:00:02          2        genoa001 
1625048.28   nbody_dir+  COMPLETED      0:0   00:00:19          2        genoa001 
1625048.29   singulari+  COMPLETED      0:0   00:00:20          2        genoa001 
1625048.30   nbody_dir+  COMPLETED      0:0   00:00:02          2        genoa001 
1625048.31   singulari+  COMPLETED      0:0   00:00:01          2        genoa001 
1625048.32   nbody_dir+  COMPLETED      0:0   00:00:20          2        genoa001 
1625048.33   singulari+  COMPLETED      0:0   00:00:20          2        genoa001 
1625048.34   nbody_dir+  COMPLETED      0:0   00:00:01          2        genoa001 
1625048.35   singulari+  COMPLETED      0:0   00:00:02          2        genoa001 
1625048.36   nbody_dir+  COMPLETED      0:0   00:00:20          2        genoa001 
1625048.37   singulari+  COMPLETED      0:0   00:00:20          2        genoa001 
1625048.38   nbody_dir+  COMPLETED      0:0   00:00:01          2        genoa001 
1625048.39   singulari+  COMPLETED      0:0   00:00:02          2        genoa001 
1625048.40   nbody_dir+  COMPLETED      0:0   00:00:10          4        genoa001 
1625048.41   singulari+  COMPLETED      0:0   00:00:10          4        genoa001 
1625048.42   nbody_dir+  COMPLETED      0:0   00:00:02          4        genoa001 
1625048.43   singulari+  COMPLETED      0:0   00:00:03          4        genoa001 
1625048.44   nbody_dir+  COMPLETED      0:0   00:00:10          4        genoa001 
1625048.45   singulari+  COMPLETED      0:0   00:00:10          4        genoa001 
1625048.46   nbody_dir+  COMPLETED      0:0   00:00:03          4        genoa001 
1625048.47   singulari+  COMPLETED      0:0   00:00:02          4        genoa001 
1625048.48   nbody_dir+  COMPLETED      0:0   00:00:10          4        genoa001 
1625048.49   singulari+  COMPLETED      0:0   00:00:11          4        genoa001 
1625048.50   nbody_dir+  COMPLETED      0:0   00:00:02          4        genoa001 
1625048.51   singulari+  COMPLETED      0:0   00:00:02          4        genoa001 
1625048.52   nbody_dir+  COMPLETED      0:0   00:00:10          4        genoa001 
1625048.53   singulari+  COMPLETED      0:0   00:00:11          4        genoa001 
1625048.54   nbody_dir+  COMPLETED      0:0   00:00:02          4        genoa001 
1625048.55   singulari+  COMPLETED      0:0   00:00:02          4        genoa001 
1625048.56   nbody_dir+  COMPLETED      0:0   00:00:11          4        genoa001 
1625048.57   singulari+  COMPLETED      0:0   00:00:10          4        genoa001 
1625048.58   nbody_dir+  COMPLETED      0:0   00:00:02          4        genoa001 
1625048.59   singulari+  COMPLETED      0:0   00:00:03          4        genoa001 

JobID           JobName      State ExitCode    Elapsed  AllocCPUS        NodeList 
------------ ---------- ---------- -------- ---------- ---------- --------------- 
1625049       osu_orfeo  COMPLETED      0:0   00:01:55          2  genoa[011-012] 
1625049.bat+      batch  COMPLETED      0:0   00:01:55          1        genoa011 
1625049.ext+     extern  COMPLETED      0:0   00:01:55          2  genoa[011-012] 
1625049.0    osu_laten+  COMPLETED      0:0   00:00:02          2  genoa[011-012] 
1625049.1    osu_laten+  COMPLETED      0:0   00:00:01          2  genoa[011-012] 
1625049.2    osu_laten+  COMPLETED      0:0   00:00:02          2  genoa[011-012] 
1625049.3    osu_laten+  COMPLETED      0:0   00:00:01          2  genoa[011-012] 
1625049.4    osu_laten+  COMPLETED      0:0   00:00:01          2  genoa[011-012] 
1625049.5    osu_laten+  COMPLETED      0:0   00:00:02          2  genoa[011-012] 
1625049.6        osu_bw  COMPLETED      0:0   00:00:01          2  genoa[011-012] 
1625049.7        osu_bw  COMPLETED      0:0   00:00:01          2  genoa[011-012] 
1625049.8        osu_bw  COMPLETED      0:0   00:00:00          2  genoa[011-012] 
1625049.9        osu_bw  COMPLETED      0:0   00:00:01          2  genoa[011-012] 
1625049.10       osu_bw  COMPLETED      0:0   00:00:01          2  genoa[011-012] 
1625049.11       osu_bw  COMPLETED      0:0   00:00:01          2  genoa[011-012] 
1625049.12   singulari+  COMPLETED      0:0   00:00:13          2  genoa[011-012] 
1625049.13   singulari+  COMPLETED      0:0   00:00:12          2  genoa[011-012] 
1625049.14   singulari+  COMPLETED      0:0   00:00:12          2  genoa[011-012] 
1625049.15   singulari+  COMPLETED      0:0   00:00:12          2  genoa[011-012] 
1625049.16   singulari+  COMPLETED      0:0   00:00:12          2  genoa[011-012] 
1625049.17   singulari+  COMPLETED      0:0   00:00:13          2  genoa[011-012] 
1625049.18   singulari+  COMPLETED      0:0   00:00:04          2  genoa[011-012] 
1625049.19   singulari+  COMPLETED      0:0   00:00:05          2  genoa[011-012] 
1625049.20   singulari+  COMPLETED      0:0   00:00:04          2  genoa[011-012] 
1625049.21   singulari+  COMPLETED      0:0   00:00:04          2  genoa[011-012] 
1625049.22   singulari+  COMPLETED      0:0   00:00:04          2  genoa[011-012] 
1625049.23   singulari+  COMPLETED      0:0   00:00:04          2  genoa[011-012] 


Result files:
results_final/FINAL_JOB_STATUS.txt
results_final/README.md
results_final/ablation.csv
results_final/ablation.svg
results_final/ablation_64.csv
results_final/ablation_64.svg
results_final/ablation_summary.csv
results_final/arch_target_comparison.csv
results_final/arch_target_comparison.svg
results_final/arch_target_comparison_summary.csv
results_final/container_overhead.csv
results_final/container_overhead_launch.csv
results_final/container_overhead_strong.svg
results_final/container_overhead_summary.csv
results_final/container_overhead_weak.svg
results_final/energy.csv
results_final/energy_overhead.svg
results_final/energy_overhead_summary.csv
results_final/energy_summary.csv
results_final/hybrid_64_gpairs_by_config.svg
results_final/hybrid_64_summary.csv
results_final/hybrid_64_time_by_config.svg
results_final/hybrid_P16_T4.csv
results_final/hybrid_P16_T4_summary.csv
results_final/hybrid_P1_T64.csv
results_final/hybrid_P1_T64_summary.csv
results_final/hybrid_P2_T32.csv
results_final/hybrid_P2_T32_summary.csv
results_final/hybrid_P32_T2.csv
results_final/hybrid_P32_T2_summary.csv
results_final/hybrid_P4_T16.csv
results_final/hybrid_P4_T16_summary.csv
results_final/hybrid_P64_T1.csv
results_final/hybrid_P64_T1_summary.csv
results_final/hybrid_P8_T8.csv
results_final/hybrid_P8_T8_summary.csv
results_final/hybrid_gpairs_by_config.svg
results_final/hybrid_summary.csv
results_final/hybrid_time_by_config.svg
results_final/jobs_chain.tsv
results_final/layout.csv
results_final/layout_force_time.svg
results_final/layout_summary.csv
results_final/memory_bandwidth.csv
results_final/memory_bandwidth.svg
results_final/memory_bandwidth_summary.csv
results_final/mpi_linkage_check.txt
results_final/osu_microbench_bandwidth.svg
results_final/osu_microbench_latency.svg
results_final/osu_microbench_native_vs_container.csv
results_final/osu_microbench_summary.csv
results_final/scaling.csv
results_final/scaling_64.csv
results_final/scaling_64_strong_comm_bandwidth.svg
results_final/scaling_64_strong_efficiency.svg
results_final/scaling_64_strong_speedup.svg
results_final/scaling_64_summary.csv
results_final/scaling_64_weak_normalized_time.svg
results_final/scaling_64_weak_time.svg
results_final/scaling_strong_comm_bandwidth.svg
results_final/scaling_strong_efficiency.svg
results_final/scaling_strong_speedup.svg
results_final/scaling_summary.csv
results_final/scaling_weak_normalized_time.svg
results_final/scaling_weak_time.svg
results_final/system_info_evidence.txt
results_final/system_info_orfeo.txt
results_final/vectorization_report.txt
results_final/vectorization_report_filtered.txt
results_final/vectorization_serial_report.txt
