kind,N,ranks,threads,native_runs,container_runs,native_failed_runs,container_failed_runs,native_median,container_median,native_stdev,container_stdev,overhead_percent
strong,10000,1,1,5,5,0,0,38.129009,38.126129,0.005030978801387785,0.016250767988005465,-0.007553304099785694
strong,10000,2,1,5,5,0,0,19.157068,19.15387,0.005785562401357187,0.009577698637981628,-0.01669357753492127
strong,10000,4,1,5,5,0,0,9.617451,9.620932,0.004678816997917041,0.02668908091710933,0.03619462163102216
weak,1000,1,1,5,5,0,0,0.38605,0.387175,0.0012294387744007332,0.00025445097759686276,0.2914130294003334
weak,2000,2,1,5,5,0,0,0.775144,0.775758,0.001004310559538224,0.0010908132287426916,0.07921108852031267
weak,4000,4,1,5,5,0,0,1.551927,1.55107,0.0021084334231841182,0.0026737441351034875,-0.05522166957595993
