kind,N,nsteps,ranks,threads,repeat,integrator,comm,kernel,rsqrt,accumulators,dtype,total,io,drift,force,comm_wait,kick,energy,gpairs,status,max_rel_drift
strong,10000,100,4,16,1,kdk,overlap,direct,exact,4,double,0.653661,0.007686,0.000725,0.631734,0.014221,0.001331,0.012264,15.986148,OK,1.662184009434792e-07
strong,10000,100,4,16,2,kdk,overlap,direct,exact,4,double,0.657024,0.008909,0.000742,0.633807,0.015736,0.001338,0.012283,15.933859,OK,1.0007068675817504e-07
strong,10000,100,4,16,3,kdk,overlap,direct,exact,4,double,0.649834,0.006778,0.000750,0.628739,0.011714,0.001414,0.012278,16.062293,OK,1.0108481338745483e-07
strong,10000,100,4,16,4,kdk,overlap,direct,exact,4,double,0.658082,0.007905,0.000735,0.635865,0.018448,0.001340,0.012255,15.882275,OK,2.6583932580535362e-07
strong,10000,100,4,16,5,kdk,overlap,direct,exact,4,double,0.657114,0.009875,0.000735,0.632946,0.015579,0.001420,0.012232,15.955537,OK,2.0057647803197792e-07
weak,4000,100,4,16,1,kdk,overlap,direct,exact,4,double,0.127506,0.010790,0.000584,0.112189,0.002707,0.001196,0.003228,14.400686,OK,1.1625451071607905e-07
weak,4000,100,4,16,2,kdk,overlap,direct,exact,4,double,0.127805,0.007022,0.000581,0.116196,0.006750,0.001140,0.003261,13.904096,OK,4.6653426319406479e-09
weak,4000,100,4,16,3,kdk,overlap,direct,exact,4,double,0.124107,0.007179,0.000586,0.112451,0.002850,0.001168,0.003071,14.367096,OK,1.1261621024228999e-07
weak,4000,100,4,16,4,kdk,overlap,direct,exact,4,double,0.126361,0.009338,0.000587,0.112379,0.002888,0.001129,0.003304,14.376331,OK,2.4504648077907701e-07
weak,4000,100,4,16,5,kdk,overlap,direct,exact,4,double,0.127840,0.006705,0.000608,0.116551,0.007133,0.001141,0.003492,13.861735,OK,2.2482030442103413e-07
