N,nsteps,ranks,threads,energy_every,runs,failed_runs,total_median,force_median,energy_median,energy_fraction,overhead_vs_sparse_percent,max_rel_drift,all_ok
10000,100,8,1,1,5,0,8.771213,4.745719,4.015233,0.457773970373311,81.35162918906713,2.2401982584746532e-07,True
10000,100,8,1,5,5,0,5.592795,4.746888,0.835583,0.1494034735762709,15.635372778026104,2.2401982584746532e-07,True
10000,100,8,1,10,5,0,5.195782,4.748105,0.437464,0.08419598820735742,7.426821194654569,2.2401982584746532e-07,True
10000,100,8,1,100,5,0,4.836578,4.745481,0.07983,0.016505471430420433,0.0,2.2401982584746532e-07,True
